key,track,artist,album,genre,date
Joris Voorn/Joris Voorn - Live @ Miami WMC 2017 in Miani (25.03.17).mp3,Joris Voorn,Joris Voorn,"{'name': 'Miami WMC 2017', 'artist': 'Various Artists'}",House,2017-03-25
Joris Voorn/Joris Voorn - Live on Radio 1 Essential Mix (31.01.15).mp3,Joris Voorn 2015,Joris Voorn,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2015-01-31
"Joris Voorn/Radio 1's Essential Mix, Joris Voorn.mp4",Joris Voorn,Joris Voorn,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,
Jose Padilla/Jose Padilla - Live @ Radio 1 Essential Mix Ibiza 20 Special Part 10 (01.08.15).mp3,Jose Padilla 2015,Jose Padilla,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-08-01
Jose Padilla/Jose Padilla - Live on Radio 1 Essential Mix (15.08.15).mp3,Jose Padilla 2015,Jose Padilla,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-08-15
Joseph Capriati/Joseph Capriati - Live on Radio 1 Essential Mix (03.06.17).mp3,Joseph Capriati 2017,Joseph Capriati,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2017
Judge Jules/Judge Jules - Live @ Essential Mix in Hull (28.01.12).mp3,Judge Jules 2012,Judge Jules,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Trance,2012
Julio Bashmore/Julio Bashmore - Live on Radio 1 Essential Mix (02.05.15).mp3,Julio Bashmore 2015,Julio Bashmore,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-05-02
Justice/Justice - Live @ Coachella Festival 2012 in California (14.04.12).mp3,Justice,Justice,"{'name': 'Coachella 2012', 'artist': 'Various Artists'}",Electronic,2012-04-14
Justice/Justice - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Justice,Justice,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Justice/Justice - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Justice,Justice,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-16
"KETTAMA/BBC Radio 1's Big Weekend, Live Sets_ Liverpool 2025, KETTAMA.mp4",KETTAMA,KETTAMA,"{'name': ""BBC Radio 1's Big Weekend 2025"", 'artist': 'Various Artists'}",Electronic,2025
"KETTAMA/Radio 1's Classic Essential Mix, KETTAMA 2022.mp4",KETTAMA 2022,KETTAMA,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022
"KETTAMA/The Residency on Radio 1 Dance, KETTAMA - Dreamscape with Sølv.mp4",KETTAMA,KETTAMA,"{'name': 'Radio 1 Dance Presents...', 'artist': 'Various Artists'}",House,
"KETTAMA/The Residency on Radio 1 Dance, KETTAMA - Left field with Soul Wun.mp4",Left field with Soul Wun,KETTAMA,"{'name': 'Radio 1 Residency, KETTAMA', 'artist': 'KETTAMA'}",House,
"KETTAMA/The Residency on Radio 1 Dance, KETTAMA - The groove with Robbie Doherty.mp4",The groove with Robbie Doherty,KETTAMA,"{'name': 'Radio 1 Residency, KETTAMA', 'artist': 'KETTAMA'}",House,
KH/KH - Live on Radio 1 Essential Mix (09.07.22).mp3,KH 2022,KH,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-07-09
"KREAM/KREAM Presents - LIQUID ： LAB Vol. 12 (Adriatique, Prospa, WhoMadeWho) at Vemork [LUeHFSkbLlo].opus","LIQUID LAB Vol. 12 (Adriatique, Prospa, WhoMadeWho)","Adriatique, Prospa & WhoMadeWho","{'name': 'KREAM', 'artist': 'Various Artists'}",House,
KREAM/KREAM Presents LIQUID ： LAB London [Drumsheds]  (Artbat⧸Cristoph⧸Anyma) [mTEofWmQCYU].opus,"KREAM LIQUID : LAB London [Drumsheds]  (Artbat, Cristoph, Anyma)","Artbat, Cristoph & Anyma","{'name': 'KREAM', 'artist': 'Various Artists'}",Electronic,
"KREAM/KREAM at Printworks London (Camelphat, Gorgon City, ARTBAT) [zcldlAlF-jw].opus","KREAM - Printworks London (CamelPhat, Gorgon City, ARTBAT)","CamelPhat, Gorgon City & ARTBAT","{'name': 'KREAM', 'artist': 'Various Artists'}",House,
Kahn & Neek/Kahn & Neek - Live on Radio 1 Essential Mix (08.04.17).mp3,Kahn & Neek 2017,Kahn & Neek,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2017-04-08
Kampire/Kampire - Live on Radio 1 Essential Mix (05.02.22).mp3,Kampire 2022,Kampire,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022
Karlsson & Winnberg/Karlsson & Winnberg - Live on Radio 1 Essential Mix (15.09.12).mp3,Karlsson & Winnberg 2012,Karlsson & Winnberg,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-09-15
Kaskade/Kaskade - Live @ Coachella Festival 2012 in California (14.04.12).mp3,Kaskade,Kaskade,"{'name': 'Coachella 2012', 'artist': 'Various Artists'}",House,2012-04-14
Kaskade/Kaskade - Live @ Coachella Music Festival 2015 in California (12.04.15).mp3,Kaskade,Kaskade,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",House,2015-04-12
"Katy B/BBC Radio 1's Big Weekend, Live Sets_ Liverpool 2025, Katy B.mp4",Katy B,Katy B,"{'name': ""BBC Radio 1's Big Weekend 2025"", 'artist': 'Various Artists'}",Electronic,2025
"Katy B/Radio 1's Dance Weekend, Dance Anthems Ibiza, Katy B.mp4",Katy B,Katy B,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",Dance,
Kaytranada/Kaytranada - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Kaytranada,Kaytranada,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-16
Keinemusik/Keinemusik - Live on Radio 1 Essential Mix (19.09.20).mp3,Keinemusik 2020,Keinemusik,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020-09-19
Kevin Saunderson/Kevin Saunderson - Live on Radio 1 Essential Mix (12.09.20).mp3,Kevin Saunderson 2020,Kevin Saunderson,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2020-09-12
Keys n Crates/Keys n Crates - Live @ Coachella Music Festival 2015 in California (10.04.15).mp3,Keys N Krates,Keys N Krates,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",Electronic,2015-04-10
Kiiara/Kiiara - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Kiiara,Kiiara,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Pop,2017-04-16
Kings of The Rollers/Kings of The Rollers - Live on Radio 1 Essential Mix (27.08.22).mp3,Kings of The Rollers 2022,Kings of The Rollers,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-08-27
Kiss Dance/KISSDANCE-20250322-2100.mp4,TCTS & Gorgon City 2025,TCTS & Gorgon City,"{'name': 'Gorgon City Sets', 'artist': 'Gorgon City'}",House,2025-03-22
Knife Party/Knife Party - Live @ Coachella Music Festival 2013 in California (13.04.13).mp3,Knife Party,Knife Party,"{'name': 'Coachella 2013', 'artist': 'Various Artists'}",Electronic,2013-04-13
Kolsch/Kolsch - Live @ Coachella 2019 in California (19.04.19).mp3,Kölsch,Kölsch,"{'name': 'Coachella 2019', 'artist': 'Various Artists'}",Techno,2019
Kolsch/Kolsch - Live @ Ibiza Rocks Hotel in Ibiza (02.08.15).mp3,Kölsch,Kölsch,"{'name': 'Ibiza Rocks 2015', 'artist': 'Various Artists'}",House,2015-08-02
Kolsch/Kolsch - Live on Radio 1 Essential Mix (04.01.14).mp3,Kölsch 2014,Kölsch,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2014
Kolsch/Kölsch live from Drumcode London at Drumsheds 2024 [CPL9qQLBER0].opus,"Kölsch, Drumcode",Kölsch,"{'name': 'Drumsheds', 'artist': 'Various Artists'}",Techno,2024
Kryder/Kryder - Live on Radio 1 Essential Mix (21.03.15).mp3,Kryder 2015,Kryder,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-03-21
Kshmr/Kshmr - Live @ Coachella Music Festival 2016 in California (24.04.16).mp3,Kshmr,Kshmr,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",House,2016-04-24
Kungs/Kungs - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Kungs,Kungs,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",House,2017-04-14
Kutski/Kutski - Live on Radio 1 Essential Mix (01.11.14).mp3,Kutski 2014,Kutski,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2014-11-01
L-Vis 1990/L-Vis 1990 - Live on Radio 1 Essential Mix (07.01.12).mp3,L-Vis 1990 2012,L-Vis 1990,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-01-07
LP Giobbi/LP Giobbi - Live on Radio 1 Essential Mix (16.09.22).mp3,LP Giobbi 2022,LP Giobbi,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-09-16
"LP Giobbi/Radio 1's Dance Weekend, Dance Anthems Ibiza, LP Giobbi.mp4",LP Giobbi,LP Giobbi,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",House,
LP Giobbi & Ben Hemsley/LP Giobbi & Ben Hemsley - Live @ Radio 1 Big Weekend in Coventry (18.06.22).mp3,LP Giobbi & Ben Hemsley,LP Giobbi & Ben Hemsley,"{'name': 'Radio 1 Big Weekend 2022', 'artist': 'Various Artists'}",House,2022-06-18
LXPFEQ~V/Luke Solomon  - Live on Radio 1 Essential Mix (17.01.15).mp3,Luke Solomon 2015,Luke Solomon,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-01-17
La Roux/La Roux - Live @ Coachella Music Festival 2013 in California (13.04.13).mp3,La Roux,La Roux,"{'name': 'Coachella 2013', 'artist': 'Various Artists'}",Pop,2013-04-13
Laurent Garnier/Laurent Garnier - Live on Radio 1 Essential Mix (05.04.14).mp3,Laurent Garnier 2014,Laurent Garnier,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2014-04-05
Laurent Garnier & Erick Morillo/Laurent Garnier & Erick Morillo - Live @ Radio 1 Essential Mix Ibiza 20 Special Part 8 (29.07.15).mp3,Laurent Garnier & Erick Morillo 2015,Laurent Garnier & Erick Morillo,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-07-29
"Layla Benitez/Radio 1's Essential Mix, Layla Benitez.mp4",Layla Benitez,Layla Benitez,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,
Lee Burridge/Lee Burridge - Live on Radio 1 Essential Mix (05.09.15).mp3,Lee Burridge 2015,Lee Burridge,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-09-05
Lee Foss/Lee Foss - Live @ EDC 2017 in Las Vegas (17.06.17).mp3,Lee Foss,Lee Foss,"{'name': 'EDC Las Vegas 2017', 'artist': 'Various Artists'}",House,2017-06-17
Lee Foss/Lee Foss - Live on Radio 1 Essential Mix (10.11.12).mp3,Lee Foss 2012,Lee Foss,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2012
Lil Silva/Lil Silva - Live on Radio 1 Essential Mix (04.06.22).mp3,Lil Silva 2022,Lil Silva,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-06-04
Lilly Palmer/Lilly Palmer - Live on Radio 1 Essential Mix (28.05.22).mp3,Lilly Palmer 2022,Lilly Palmer,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2022-05-28
"Lilly Palmer/Radio 1 Dance Presents..., Armada Music_ Lilly Palmer.mp4",Lilly Palmer,Lilly Palmer,"{'name': 'Radio 1 Dance Presents...', 'artist': 'Various Artists'}",Dance,
Liquid Soul/Liquid Soul - Live on Radio 1 Essential Mix (20.09.14).mp3,Liquid Soul 2014,Liquid Soul,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Psytrance,2014-09-20
Little Drago/Little Drago - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Little Drago,Little Drago,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Loco Dice/Loco Dice - Live @ Coachella Music Festival 2013 in California (13.04.13).mp3,Loco Dice,Loco Dice,"{'name': 'Coachella 2013', 'artist': 'Various Artists'}",House,2013-04-13
Loco Dice/Loco Dice - Live on Radio 1 Essential Mix (24.10.15).mp3,Loco Dice 2015,Loco Dice,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2015-10-24
Lost Frequencies/Lost Frequencies - Live @ Coachella Music Festival 2016 in California (23.04.16).mp3,Lost Frequencies,Lost Frequencies,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",House,2016-04-23
Louis The Child/Louis The Child - Live @ Coachella 2022 in California (19.04.22).mp3,Louis The Child,Louis The Child,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022-04-19
Louis The Child/Louis The Child - Live @ Coachella Music Festival 2016 in California (22.04.16).mp3,Louis The Child,Louis The Child,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",Electronic,2016-04-22
Low Steppa/Low Steppa - Live on Radio 1 Essential Mix (08.08.20).mp3,Low Steppa 2020,Low Steppa,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020-08-08
Lucianco/Lucianco - Live @ Coachella Music Festival 2013 in California (13.04.13).mp3,Lucianco,Lucianco,"{'name': 'Coachella 2013', 'artist': 'Various Artists'}",Electronic,2013-04-13
M83/M83 - Live @ Coachella Festival 2012 in California (14.04.12).mp3,M83,M83,"{'name': 'Coachella 2012', 'artist': 'Various Artists'}",Electronic,2012-04-14
"MEDUZA/MEDUZA live @ Drumsheds (London, 2024).mp4",MEDUZA,MEDUZA,"{'name': 'Drumsheds', 'artist': 'Various Artists'}",House,2024
"MEDUZA/MEDUZA live @ EDC Las Vegas Kinetic Field, 2025 [BlS2A-1nEb0].opus",MEDUZA,MEDUZA,"{'name': 'EDC Las Vegas 2025', 'artist': 'Various Artists'}",House,2025
MEDUZA/MEDUZA • LIVE DJ SET FROM A PIZZERIA IN IBIZA [dObRo5H4u3w].opus,"Pizzeria set, Ibiza",MEDUZA,"{'name': 'MEDUZA Sets', 'artist': 'MEDUZA'}",House,
MEDUZA/MEDUZA_live_@_TOMORROWLAND_Belgium_2024.mp3,MEDUZA,MEDUZA,"{'name': 'Tomorrowland 2024', 'artist': 'Various Artists'}",House,2024
MEDUZA/MEDVZA³ Live in Ibiza - End Of Summer Set 2025 @HostalLaTorre [M-sjHoykiLE].opus,"End Of Summer Set 2025, Ibiza",MEDUZA,"{'name': 'MEDUZA Sets', 'artist': 'MEDUZA'}",House,2025
MEDUZA/Meduza Live From Hï Ibiza's Club Room • 2023 [2jSKqaBiYvc].opus,Hi Ibiza Club Room 2023,MEDUZA,"{'name': 'MEDUZA Sets', 'artist': 'MEDUZA'}",House,2023
MEDUZA/Meduza WE1 ｜ Tomorrowland 2025 [jdFzWiq3A5c].opus,MEDUZA,MEDUZA,"{'name': 'Tomorrowland 2025', 'artist': 'Various Artists'}",House,2025
MEDUZA/Meduza_Live_From_Hi_Ibiza_s_Club_Room_2023.mp3,"Hi Ibiza Club Room, 2023",MEDUZA,"{'name': 'MEDUZA Sets', 'artist': 'MEDUZA'}",House,2023
MEDUZA/Meduza³ pres： Matt live dj set ｜ ID Room #1 [9HfoqOdNlZo].opus,MEDUZA Presents: Matt Live DJ Set,MEDUZA,"{'name': 'MEDUZA Sets', 'artist': 'MEDUZA'}",Electronic,
MEDUZA/Meduza³ pres： Matt live dj set ｜ ID Room #2 [P04myMdsUFY].opus,MEDUZA Presents: Matt live dj set - room 2,MEDUZA,"{'name': 'MEDUZA Sets', 'artist': 'MEDUZA'}",House,
MEDUZA/Selected_Sessions_Meduza_Iceland_DJ_Set.mp3,Iceland DJ Set,MEDUZA,"{'name': 'MEDUZA Sets', 'artist': 'MEDUZA'}",House,
"MIKA/MIKA - Finale Top14, Stade de France, Paris – June 2018 [MxYE0RSOu4o].opus","Finale Top14, Stade de France",MIKA,"{'name': 'MIKA Sets', 'artist': 'MIKA'}",Pop,2018
MIKA/MIKA_BERCY_2024_-_ACCOR_ARENA_PARIS_25.03.24.mp3,"Apocalypse Calipso Tour, Bercy, Paris",MIKA,"{'name': 'MIKA Sets', 'artist': 'MIKA'}",Pop,2024-03-25
"MK/MK - Live @ Radio 1 Party, Ushuaia in Ibiza (01.08.14).mp3",MK,MK,"{'name': 'Ushuaia 2014', 'artist': 'Various Artists'}",House,2014-08-01
MK/MK - Live on Radio 1 Essential Mix (08.02.14).mp3,MK 2014,MK,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2014-02-08
"MK/Radio 1's Dance Weekend, Dance Anthems Ibiza, MK.mp4",MK,MK,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",House,
MK & Steve Angello/MK & Steve Angello - Live @ Creamfields 2015 in Ibiza (08.08.15).mp3,MK & Steve Angello,MK & Steve Angello,"{'name': 'Creamfields 2015', 'artist': 'Various Artists'}",House,2015-08-08
MORTEN/MORTEN live @ Tomorrowland Freedom Stage 2024 [EUFgQxRbNtQ].opus,MORTEN,MORTEN,"{'name': 'Tomorrowland 2024', 'artist': 'Various Artists'}",House,2024
Maceo Plex/Maceo Plex - Live on Radio 1 Essential Mix (07.11.15).mp3,Maceo Plex 2015,Maceo Plex,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2015-11-07
Maceo Plex/Maceo Plex - Live on Radio 1 Essential Mix (18.02.12).mp3,Maceo Plex 2012,Maceo Plex,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-02-18
Madeon/Madeon - Live @ Coachella 2022 in California (19.04.22).mp3,Madeon,Madeon,"{'name': 'Coachella 2022', 'artist': 'Various Artists'}",Electronic,2022-04-19
Madeon/Madeon - Live @ Coachella Festival 2012 in California (14.04.12).mp3,Madeon,Madeon,"{'name': 'Coachella 2012', 'artist': 'Various Artists'}",Electronic,2012-04-14
Madeon/Madeon - Live @ Coachella Music Festival 2015 in California (12.04.15).mp3,Madeon,Madeon,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",Electronic,2015-04-12
Magda/Magda - Live on Radio 1 Essential Mix (08.03.14).mp3,Magda 2014,Magda,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2014-03-08
Major Lazer/Major Lazer - Live @ Coachella Music Festival 2013 in California (13.04.13).mp3,Major Lazer,Major Lazer,"{'name': 'Coachella 2013', 'artist': 'Various Artists'}",Electronic,2013-04-13
Major Lazer/Major Lazer - Live @ Coachella Music Festival 2016 in California (24.04.16).mp3,Major Lazer,Major Lazer,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",House,2016-04-24
Mall Grab/Mall Grab - Live on Radio 1 Essential Mix (02.12.17).mp3,Mall Grab 2017,Mall Grab,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017
Mall Grab/Mall Grab - Live on Radio 1 Essential Mix (13.08.22).mp3,Mall Grab 2022,Mall Grab,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2022-08-13
Marcel Dettmann/Marcel Dettmann - Live on Radio 1 Essential Mix (19.04.14).mp3,Marcel Dettmann 2014,Marcel Dettmann,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2014-04-19
Marco Carola/Marco Carola - Live on Radio 1 Essential Mix (08.11.14).mp3,Marco Carola 2014,Marco Carola,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Tech House,2014-11-08
Marco Faraone & Eats Everything/Marco Faraone & Eats Everything - Live @ Amnesia in Ibiza (31.07.22).mp3,Live at Amnesia Ibiza,Marco Faraone & Eats Everything,"{'name': 'Marco Faraone & Eats Everything Sets', 'artist': 'Marco Faraone & Eats Everything'}",House,2022-07-31
Maribou State/Maribou State - Live on Radio 1 Essential Mix (02.01.15).mp3,Maribou State 2015,Maribou State,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015-01-02
Mark Knight/Mark Knight - Live on Radio 1 Essential Mix (22.04.17).mp3,Mark Knight 2017,Mark Knight,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2017-04-22
Marshmello/Marshmello - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Marshmello,Marshmello,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Marshmello/Marshmello - Live @ Coachella Music Festival 2017 in California (16.04.17).mp3,Marshmello,Marshmello,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-16
Martin Garrix/Martin Garrix - Live @ Coachella Music Festival 2014 in California (13.04.14).mp3,Martin Garrix,Martin Garrix,"{'name': 'Coachella 2014', 'artist': 'Various Artists'}",Electronic,2014-04-13
Martin Garrix/Martin Garrix - Live @ Coachella Music Festival 2017 in California (14.04.17).mp3,Martin Garrix,Martin Garrix,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-14
Martin Garrix/Martin Garrix - Live @ Coachella Music Festival 2017 in California (15.04.17).mp3,Martin Garrix,Martin Garrix,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-15
Martin Solveig/Martin Solveig - Live @ Coachella Music Festival 2015 in California (12.04.15).mp3,Martin Solveig,Martin Solveig,"{'name': 'Coachella 2015', 'artist': 'Various Artists'}",House,2015-04-12
"Martinez Brothers/Radio 1's Dance Weekend, Radio 1 Dance Ibiza, The Martinez Brothers.mp4",The Martinez Brothers,The Martinez Brothers,"{'name': ""Radio 1's Dance Weekend"", 'artist': 'Various Artists'}",House,
Martyn/Martyn - Live on Radio 1 Essential Mix (17.03.12).mp3,Martyn 2012,Martyn,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-03-17
"Massano/Massano @ Ribblehead Viaduct (Yorkshire Dales, UK) [Melodic Techno Set 2025] [37T8LaFlrQM].opus",Melodic Techno Set 2025,Massano,"{'name': 'Massano Sets', 'artist': 'Massano'}",Melodic Techno,2025
Matador/Matador - Live on Radio 1 Essential Mix (05.07.14).mp3,Matador 2014,Matador,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2014
Mathame/Mathame - Live on Radio 1 Essential Mix (03.10.20).mp3,Mathame 2020,Mathame,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020-10-03
Matoma/Matoma - Live @ Coachella Music Festival 2016 in California (23.04.16).mp3,Matoma,Matoma,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",House,2016-04-23
"Matt Tolfrey/Matt Tolfrey - Live @ Carnival, Sankeys in Ibiza (28.07.12).mp3",Carnival Sankeys Ibiza 2012,Matt Tolfrey,"{'name': 'Matt Tolfrey Sets', 'artist': 'Matt Tolfrey'}",House,2012-07-28
Matthew Herbert/Matthew Herbert - Live on Radio 1 Essential Mix (11.07.15).mp3,Matthew Herbert 2015,Matthew Herbert,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015
Matthias Tanzmann/Matthias Tanzmann - Live on Radio 1 Essential Mix (05.12.15).mp3,Matthias Tanzmann 2015,Matthias Tanzmann,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2015-12-05
Mau P/Mau P - Live From Coachella 2025 [wxKkaBoEWCk].opus,Mau P,Mau P,"{'name': 'Coachella 2025', 'artist': 'Various Artists'}",House,2025
Max Cooper/Max Cooper - Live on Radio 1 Essential Mix (28.02.15).mp3,Max Cooper 2015,Max Cooper,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2015
"Max Dean/Max Dean B2B Luke Dean, neXup Stage, Mint Festival [--pWNwDDOu4].opus","Max Dean B2B Luke Dean, Mint Festival",Max Dean,"{'name': 'Max Dean Sets', 'artist': 'Max Dean'}",House,
Max Dean/Max Dean ｜ ANTS 2025 - Live at Ushuaïa Ibiza #Livestream [7QtNWKXSBDw].opus,Max Dean,Max Dean,"{'name': 'ANTS 2025 Ushuaia', 'artist': 'Various Artists'}",Tech House,2025
Max Styler/Max Styler Live @ ANTS Ushuaïa Ibiza 2025 [9m6GHuC7KH8].opus,Max Styler,Max Styler,"{'name': 'ANTS 2025 Ushuaia', 'artist': 'Various Artists'}",House,2025
Max Styler/Max Styler Live @ CRSSD San Diego 2025 [W16F7JYKcVA].opus,Max Styler,Max Styler,"{'name': 'CRSSD 2025', 'artist': 'Various Artists'}",House,2025
Max Styler/Max Styler Live @ EDC Vegas 2025 [N40pkDgwNfg].opus,Max Styler,Max Styler,"{'name': 'EDC Las Vegas 2025', 'artist': 'Various Artists'}",House,2025
Max Styler/Max_Styler_Live_@_EDC_Vegas_2024.mp3,Max Styler,Max Styler,"{'name': 'EDC Las Vegas 2024', 'artist': 'Various Artists'}",Electronic,2024
Maya Jane Coles/Maya Jane Coles - Live on Radio 1 Essential Mix (19.08.17).mp3,Maya Jane Coles 2017,Maya Jane Coles,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2017-08-19
Michael Bibi/Michael Bibi - Live on Radio 1 Essential Mix (20.06.20).mp3,Michael Bibi 2020,Michael Bibi,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",House,2020-06-20
Michael Canitrot/Michael Canitrot for the reopening of Notre-Dame de Paris - Monumental Tour [4BaDPxuPBeM].opus,Reopening of Notre Dame de Paris,Michael Canitrot,"{'name': 'Michael Canitrot Sets', 'artist': 'Michael Canitrot'}",House,
Miguel Campbell/Miguel Campbell - Live on Radio 1 Essential Mix (25.08.12).mp3,Miguel Campbell 2012,Miguel Campbell,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-08-25
"Ministry of Sound Classical/Ministry of Sound Classical, live from Sidney Myer Music Bowl! [JbUUcPGBIDk].opus","Ministry of Sound Classical, Brisbane",Ministry of Sound Classical,"{'name': 'Classical House', 'artist': 'Various Artists'}",House,
Moby/Moby - Live @ Coachella Music Festival 2013 in California (13.04.13).mp3,Moby,Moby,"{'name': 'Coachella 2013', 'artist': 'Various Artists'}",Electronic,2013-04-13
Moderat/Moderat - Live @ Coachella Music Festival 2017 in California (15.04.17).mp3,Moderat,Moderat,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-15
Moguai/Moguai - Live on Radio 1 Essential Mix (10.03.12).mp3,Moguai 2012,Moguai,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2012-03-10
Monika Kruse/Monika Kruse - Live on Radio 1 Essential Mix (01.04.17).mp3,Monika Kruse 2017,Monika Kruse,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Techno,2017-04-01
"Monki/Monki - Live @ Radio 1 Party, Ushuaia Hotel in Ibiza (31.07.15).mp3",Monki,Monki,"{'name': 'Ushuaia 2015', 'artist': 'Various Artists'}",Electronic,2015-07-31
Mountain Of Youth/Mountain Of Youth - Live @ Coachella Music Festival 2016 in California (24.04.16).mp3,Mountain Of Youth,Mountain Of Youth,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",Electronic,2016-04-24
Mr Carmack/Mr Carmack - Live @ Coachella Music Festival 2016 in California (23.04.16).mp3,Mr Carmack,Mr Carmack,"{'name': 'Coachella 2016', 'artist': 'Various Artists'}",House,2016
Mura Masa/Mura Masa - Live on Radio 1 Essential Mix (08.07.17).mp3,Mura Masa 2017,Mura Masa,"{'name': 'Essential Mix', 'artist': 'Various Artists'}",Electronic,2017
Mura Massa/Mura Masa - Live @ Coachella Music Festival 2017 in California (15.04.17).mp3,Mura Masa,Mura Masa,"{'name': 'Coachella 2017', 'artist': 'Various Artists'}",Electronic,2017-04-15
